Algorithm,Function,Dimension,Population,Best Value,Execution Time
wsa,bohachevsky_function,3,10,-7.919157894562538,0.003618001937866211
wsa,bohachevsky_function,3,20,-0.7329227015203139,0.012620925903320312
wsa,bohachevsky_function,3,20,0.5529154932896077,0.012620925903320312
wsa,bohachevsky_function,3,20,9.404174033191836,0.012620925903320312
wsa,bohachevsky_function,3,30,-0.710016781000614,0.027441978454589844
wsa,bohachevsky_function,3,30,0.0001922490664222824,0.027441978454589844
wsa,bohachevsky_function,3,30,0.7188181564191704,0.027441978454589844
wsa,bohachevsky_function,3,40,0.00023128188527447033,0.04770207405090332
wsa,bohachevsky_function,3,40,0.0007597897105386901,0.04770207405090332
wsa,bohachevsky_function,3,40,2.3811660784761712,0.04770207405090332
wsa,bohachevsky_function,3,50,-0.008597439964613186,0.07393407821655273
wsa,bohachevsky_function,3,50,0.009980288068955028,0.07393407821655273
wsa,bohachevsky_function,3,50,6.37342156975209,0.07393407821655273
wsa,bohachevsky_function,5,10,0.01649727194701331,0.0035991668701171875
wsa,bohachevsky_function,5,10,0.46807873775465897,0.0035991668701171875
wsa,bohachevsky_function,5,10,-4.4298291035287445,0.0035991668701171875
wsa,bohachevsky_function,5,10,7.070007220162234,0.0035991668701171875
wsa,bohachevsky_function,5,10,2.4828944667524926,0.0035991668701171875
wsa,bohachevsky_function,5,20,0.00406240852179314,0.013742208480834961
wsa,bohachevsky_function,5,20,-0.006649437004443599,0.013742208480834961
wsa,bohachevsky_function,5,20,0.1888819410720244,0.013742208480834961
wsa,bohachevsky_function,5,20,6.9939271995325,0.013742208480834961
wsa,bohachevsky_function,5,20,-6.94877920930846,0.013742208480834961
wsa,bohachevsky_function,5,30,0.002772288454151126,0.02804398536682129
wsa,bohachevsky_function,5,30,0.00342280909280246,0.02804398536682129
wsa,bohachevsky_function,5,30,0.8238696271630882,0.02804398536682129
wsa,bohachevsky_function,5,30,-4.595128277200176,0.02804398536682129
wsa,bohachevsky_function,5,30,-0.7369523438929041,0.02804398536682129
wsa,bohachevsky_function,5,40,-0.0070579982834920695,0.04959893226623535
wsa,bohachevsky_function,5,40,0.014287273830551929,0.04959893226623535
wsa,bohachevsky_function,5,40,-1.27728224351305,0.04959893226623535
wsa,bohachevsky_function,5,40,4.339172812705558,0.04959893226623535
wsa,bohachevsky_function,5,40,1.4166955386816946,0.04959893226623535
wsa,bohachevsky_function,5,50,-0.0007581904438654762,0.07606720924377441
wsa,bohachevsky_function,5,50,0.003851755887360863,0.07606720924377441
wsa,bohachevsky_function,5,50,1.592501548242836,0.07606720924377441
wsa,bohachevsky_function,5,50,-1.1397219237478664,0.07606720924377441
wsa,bohachevsky_function,5,50,3.223279004915645,0.07606720924377441
aba,sum_squares_function,2,10,-0.753078236615416,0.0010771751403808594
aba,sum_squares_function,2,10,-1.0258326606373425,0.0010771751403808594
aba,sum_squares_function,2,20,0.0002033753018418124,0.0022439956665039062
aba,sum_squares_function,2,20,0.002249967613538153,0.0022439956665039062
aba,sum_squares_function,2,30,-6.739050130274624e-07,0.0036630630493164062
aba,sum_squares_function,2,30,5.2483450018166874e-06,0.0036630630493164062
aba,sum_squares_function,2,40,4.2917205738211916e-06,0.004425048828125
aba,sum_squares_function,2,40,-4.3436076789391236e-06,0.004425048828125
aba,sum_squares_function,2,50,0.00010100906732918114,0.005608797073364258
aba,sum_squares_function,2,50,3.4618648606314016e-05,0.005608797073364258
aba,sum_squares_function,3,10,-0.632500603418502,0.0012238025665283203
aba,sum_squares_function,3,10,-1.1787115923429006,0.0012238025665283203
aba,sum_squares_function,3,10,-2.125770862975273,0.0012238025665283203
aba,sum_squares_function,3,20,0.2138661244229338,0.0024671554565429688
aba,sum_squares_function,3,20,-0.04424966559730028,0.0024671554565429688
aba,sum_squares_function,3,20,0.031015994272039858,0.0024671554565429688
aba,sum_squares_function,3,30,-0.01912242486903137,0.0037262439727783203
aba,sum_squares_function,3,30,0.028036251618023134,0.0037262439727783203
aba,sum_squares_function,3,30,-0.0010043908464333327,0.0037262439727783203
aba,sum_squares_function,3,40,-0.010289858003376014,0.0047359466552734375
aba,sum_squares_function,3,40,0.002836120393948968,0.0047359466552734375
aba,sum_squares_function,3,40,0.0068360367443277255,0.0047359466552734375
aba,sum_squares_function,3,50,0.0007052483002132392,0.006060123443603516
aba,sum_squares_function,3,50,-0.00021564445470062836,0.006060123443603516
aba,sum_squares_function,3,50,0.0011458035219473947,0.006060123443603516
aba,sum_squares_function,5,10,4.02870673462396,0.0014462471008300781
aba,sum_squares_function,5,10,1.1398876536543403,0.0014462471008300781
aba,sum_squares_function,5,10,3.300070375155911,0.0014462471008300781
aba,sum_squares_function,5,10,0.07807576833705004,0.0014462471008300781
aba,sum_squares_function,5,10,0.10227094893584457,0.0014462471008300781
aba,sum_squares_function,5,20,-0.7857615744681903,0.002727031707763672
aba,sum_squares_function,5,20,-0.17575967624386268,0.002727031707763672
aba,sum_squares_function,5,20,0.3096768614448461,0.002727031707763672
aba,sum_squares_function,5,20,0.2792062803601907,0.002727031707763672
aba,sum_squares_function,5,20,0.15329845908824785,0.002727031707763672
aba,sum_squares_function,5,30,-0.07313307804401077,0.004090070724487305
aba,sum_squares_function,5,30,0.2807640330437971,0.004090070724487305
aba,sum_squares_function,5,30,0.053145230327248154,0.004090070724487305
aba,sum_squares_function,5,30,0.16395859784182393,0.004090070724487305
aba,sum_squares_function,5,30,-0.03174782672797369,0.004090070724487305
aba,sum_squares_function,5,40,-0.3216717932322001,0.005220890045166016
aba,sum_squares_function,5,40,-0.15694269617497003,0.005220890045166016
aba,sum_squares_function,5,40,0.004259645788830396,0.005220890045166016
aba,sum_squares_function,5,40,0.22218570680007688,0.005220890045166016
aba,sum_squares_function,5,40,-0.03539015446515324,0.005220890045166016
aba,sum_squares_function,5,50,0.1874805740473059,0.006810665130615234
aba,sum_squares_function,5,50,0.2964883094123748,0.006810665130615234
aba,sum_squares_function,5,50,0.07864492089325106,0.006810665130615234
aba,sum_squares_function,5,50,0.030262396684440182,0.006810665130615234
aba,sum_squares_function,5,50,0.01634647580516925,0.006810665130615234
ba,sum_squares_function,2,10,-0.08400603178326017,0.0005970001220703125
ba,sum_squares_function,2,10,-0.3582419829367592,0.0005970001220703125
ba,sum_squares_function,2,20,1.0625951062410082,0.0008361339569091797
ba,sum_squares_function,2,20,0.03251556315560741,0.0008361339569091797
ba,sum_squares_function,2,30,0.1610742672368494,0.0013129711151123047
ba,sum_squares_function,2,30,0.23743240172745056,0.0013129711151123047
ba,sum_squares_function,2,40,-0.027397806237291766,0.001600027084350586
ba,sum_squares_function,2,40,-0.013284226293134643,0.001600027084350586
ba,sum_squares_function,2,50,-0.01663867113003103,0.0018718242645263672
ba,sum_squares_function,2,50,0.026819110085033654,0.0018718242645263672
ba,sum_squares_function,3,10,-0.371887567657876,0.0006270408630371094
ba,sum_squares_function,3,10,-0.5816567077507488,0.0006270408630371094
ba,sum_squares_function,3,10,0.23176834801981133,0.0006270408630371094
ba,sum_squares_function,3,20,-0.48040617803507035,0.0010502338409423828
ba,sum_squares_function,3,20,0.5300109773422215,0.0010502338409423828
ba,sum_squares_function,3,20,-0.23827167441538694,0.0010502338409423828
ba,sum_squares_function,3,30,0.1207159303449125,0.0014679431915283203
ba,sum_squares_function,3,30,-0.2406195273847428,0.0014679431915283203
ba,sum_squares_function,3,30,0.2783148026787867,0.0014679431915283203
ba,sum_squares_function,3,40,-0.4594770359638954,0.0019981861114501953
ba,sum_squares_function,3,40,0.07600107011250701,0.0019981861114501953
ba,sum_squares_function,3,40,0.07462087142485743,0.0019981861114501953
ba,sum_squares_function,3,50,0.24595598507031444,0.002621889114379883
ba,sum_squares_function,3,50,-0.15451974224470208,0.002621889114379883
ba,sum_squares_function,3,50,-0.1021178845923045,0.002621889114379883
ba,sum_squares_function,5,10,-3.0391514623893543,0.0007710456848144531
ba,sum_squares_function,5,10,5.184540064695101,0.0007710456848144531
ba,sum_squares_function,5,10,-1.1195985076650758,0.0007710456848144531
ba,sum_squares_function,5,10,-1.5424256916267682,0.0007710456848144531
ba,sum_squares_function,5,10,-1.5267599262428535,0.0007710456848144531
ba,sum_squares_function,5,20,0.025379252466989743,0.0013399124145507812
ba,sum_squares_function,5,20,-1.1715193022193513,0.0013399124145507812
ba,sum_squares_function,5,20,-1.630941316115109,0.0013399124145507812
ba,sum_squares_function,5,20,-0.11116019130182364,0.0013399124145507812
ba,sum_squares_function,5,20,-0.9859273544515971,0.0013399124145507812
ba,sum_squares_function,5,30,-2.6695510438419126,0.0020542144775390625
ba,sum_squares_function,5,30,-1.4227123519400915,0.0020542144775390625
ba,sum_squares_function,5,30,-0.009020459887289889,0.0020542144775390625
ba,sum_squares_function,5,30,0.22816287712481098,0.0020542144775390625
ba,sum_squares_function,5,30,-0.43276681808555906,0.0020542144775390625
ba,sum_squares_function,5,40,-0.28506971548994714,0.002540111541748047
ba,sum_squares_function,5,40,-0.17831707830795945,0.002540111541748047
ba,sum_squares_function,5,40,-0.11477478611350339,0.002540111541748047
ba,sum_squares_function,5,40,-0.19827975843240558,0.002540111541748047
ba,sum_squares_function,5,40,-0.32525161352795795,0.002540111541748047
ba,sum_squares_function,5,50,-0.8716723276991378,0.003242969512939453
ba,sum_squares_function,5,50,-0.5937554171452112,0.003242969512939453
ba,sum_squares_function,5,50,-0.43799999268995216,0.003242969512939453
ba,sum_squares_function,5,50,0.08023245097605325,0.003242969512939453
ba,sum_squares_function,5,50,-0.3297401154865411,0.003242969512939453
bfo,sum_squares_function,2,10,0.10173542731868497,0.013829946517944336
bfo,sum_squares_function,2,10,0.005797469019401098,0.013829946517944336
bfo,sum_squares_function,2,20,0.024526507086113477,0.02732992172241211
bfo,sum_squares_function,2,20,-0.04441378711207396,0.02732992172241211
bfo,sum_squares_function,2,30,-0.025236471114853592,0.040704965591430664
bfo,sum_squares_function,2,30,0.03980071578190874,0.040704965591430664
bfo,sum_squares_function,2,40,0.055609834898506474,0.05422377586364746
bfo,sum_squares_function,2,40,0.053942589287300835,0.05422377586364746
bfo,sum_squares_function,2,50,0.015536700652523114,0.06630682945251465
bfo,sum_squares_function,2,50,-0.04298200520427245,0.06630682945251465
bfo,sum_squares_function,3,10,-0.026916077632186196,0.014200925827026367
bfo,sum_squares_function,3,10,-0.015098836654044281,0.014200925827026367
bfo,sum_squares_function,3,10,0.08781413056107924,0.014200925827026367
bfo,sum_squares_function,3,20,0.08062215142479022,0.028473854064941406
bfo,sum_squares_function,3,20,-0.02985497217511976,0.028473854064941406
bfo,sum_squares_function,3,20,-0.04453603240782911,0.028473854064941406
bfo,sum_squares_function,3,30,-0.11559230332470351,0.040863990783691406
bfo,sum_squares_function,3,30,-0.04541393514710104,0.040863990783691406
bfo,sum_squares_function,3,30,-0.06645262240892365,0.040863990783691406
bfo,sum_squares_function,3,40,0.05084964769620494,0.05565786361694336
bfo,sum_squares_function,3,40,0.036260863506239124,0.05565786361694336
bfo,sum_squares_function,3,40,-0.043098340867244796,0.05565786361694336
bfo,sum_squares_function,3,50,0.05680808299985643,0.06918096542358398
bfo,sum_squares_function,3,50,-0.022478985859254806,0.06918096542358398
bfo,sum_squares_function,3,50,0.0477382309240002,0.06918096542358398
bfo,sum_squares_function,5,10,-0.34795807085750396,0.015514850616455078
bfo,sum_squares_function,5,10,-0.3841417072609611,0.015514850616455078
bfo,sum_squares_function,5,10,-0.20525055806400372,0.015514850616455078
bfo,sum_squares_function,5,10,-0.19852919267696353,0.015514850616455078
bfo,sum_squares_function,5,10,0.07493966607222108,0.015514850616455078
bfo,sum_squares_function,5,20,-0.24270476052418308,0.030108213424682617
bfo,sum_squares_function,5,20,-0.2981295684375976,0.030108213424682617
bfo,sum_squares_function,5,20,0.14684259719859347,0.030108213424682617
bfo,sum_squares_function,5,20,0.19344718393564816,0.030108213424682617
bfo,sum_squares_function,5,20,-0.20255067085634393,0.030108213424682617
bfo,sum_squares_function,5,30,0.31841620145804717,0.04547286033630371
bfo,sum_squares_function,5,30,-0.2554765266240445,0.04547286033630371
bfo,sum_squares_function,5,30,0.078633350012002,0.04547286033630371
bfo,sum_squares_function,5,30,0.1606662940183718,0.04547286033630371
bfo,sum_squares_function,5,30,-0.004939966096232581,0.04547286033630371
bfo,sum_squares_function,5,40,-0.24611618227458315,0.0605168342590332
bfo,sum_squares_function,5,40,0.16622904919191722,0.0605168342590332
bfo,sum_squares_function,5,40,-0.13561295304943494,0.0605168342590332
bfo,sum_squares_function,5,40,0.10199831004393385,0.0605168342590332
bfo,sum_squares_function,5,40,0.05566523224281794,0.0605168342590332
bfo,sum_squares_function,5,50,-0.05715981302924522,0.07519173622131348
bfo,sum_squares_function,5,50,0.20986907622136167,0.07519173622131348
bfo,sum_squares_function,5,50,-0.08371682471541055,0.07519173622131348
bfo,sum_squares_function,5,50,-0.24013698057842578,0.07519173622131348
bfo,sum_squares_function,5,50,0.050647568368763496,0.07519173622131348
ca,sum_squares_function,2,10,-0.2257744468435261,0.002429962158203125
ca,sum_squares_function,2,10,0.18457626638260527,0.002429962158203125
ca,sum_squares_function,2,20,-0.004998457259958074,0.003480195999145508
ca,sum_squares_function,2,20,0.0036090974498986586,0.003480195999145508
ca,sum_squares_function,2,30,-0.0551612658512155,0.004913806915283203
ca,sum_squares_function,2,30,-0.054906445976131896,0.004913806915283203
ca,sum_squares_function,2,40,-0.012928685912791366,0.0061228275299072266
ca,sum_squares_function,2,40,0.006297393379247285,0.0061228275299072266
ca,sum_squares_function,2,50,0.003032973872067579,0.007096052169799805
ca,sum_squares_function,2,50,0.07647590965391002,0.007096052169799805
ca,sum_squares_function,3,10,1.7002957370926128,0.0023097991943359375
ca,sum_squares_function,3,10,-0.6485257368630575,0.0023097991943359375
ca,sum_squares_function,3,10,0.4220256662534231,0.0023097991943359375
ca,sum_squares_function,3,20,-0.5416341691280586,0.004052162170410156
ca,sum_squares_function,3,20,0.261993063158209,0.004052162170410156
ca,sum_squares_function,3,20,0.07870592975957796,0.004052162170410156
ca,sum_squares_function,3,30,0.029131886892334757,0.005116939544677734
ca,sum_squares_function,3,30,-0.00526694654718618,0.005116939544677734
ca,sum_squares_function,3,30,0.005377515439011993,0.005116939544677734
ca,sum_squares_function,3,40,0.03697255651628267,0.00628209114074707
ca,sum_squares_function,3,40,-0.05638036946493649,0.00628209114074707
ca,sum_squares_function,3,40,-0.050109181701224303,0.00628209114074707
ca,sum_squares_function,3,50,0.003003201582366527,0.007276058197021484
ca,sum_squares_function,3,50,0.06474054544995361,0.007276058197021484
ca,sum_squares_function,3,50,0.11771283738720936,0.007276058197021484
ca,sum_squares_function,5,10,-2.262814714927412,0.00251007080078125
ca,sum_squares_function,5,10,-0.6850953472197068,0.00251007080078125
ca,sum_squares_function,5,10,0.1217180179197066,0.00251007080078125
ca,sum_squares_function,5,10,-0.5709241044810747,0.00251007080078125
ca,sum_squares_function,5,10,-0.608521003437315,0.00251007080078125
ca,sum_squares_function,5,20,1.5603193789882719,0.004019975662231445
ca,sum_squares_function,5,20,0.23388079134091613,0.004019975662231445
ca,sum_squares_function,5,20,0.07501267721020186,0.004019975662231445
ca,sum_squares_function,5,20,-0.42121832123786235,0.004019975662231445
ca,sum_squares_function,5,20,-0.012803961427691104,0.004019975662231445
ca,sum_squares_function,5,30,0.8006487969260935,0.0051538944244384766
ca,sum_squares_function,5,30,-0.29512880592979174,0.0051538944244384766
ca,sum_squares_function,5,30,0.4861665926445559,0.0051538944244384766
ca,sum_squares_function,5,30,-0.07125463981216087,0.0051538944244384766
ca,sum_squares_function,5,30,-0.037124348648294975,0.0051538944244384766
ca,sum_squares_function,5,40,-1.7035798805655777,0.006237983703613281
ca,sum_squares_function,5,40,0.26216363730100356,0.006237983703613281
ca,sum_squares_function,5,40,0.15825684281994623,0.006237983703613281
ca,sum_squares_function,5,40,0.3231116740187463,0.006237983703613281
ca,sum_squares_function,5,40,0.18647691802993005,0.006237983703613281
ca,sum_squares_function,5,50,0.9695255438278426,0.007597923278808594
ca,sum_squares_function,5,50,0.7463089773458296,0.007597923278808594
ca,sum_squares_function,5,50,-0.3329884894226777,0.007597923278808594
ca,sum_squares_function,5,50,0.1054004217007315,0.007597923278808594
ca,sum_squares_function,5,50,0.1984661664122607,0.007597923278808594
cso,sum_squares_function,2,10,0.3327934821980701,0.0038573741912841797
cso,sum_squares_function,2,10,-0.12811714518886977,0.0038573741912841797
cso,sum_squares_function,2,20,-0.2035442722039793,0.004491090774536133
cso,sum_squares_function,2,20,0.48360346754423134,0.004491090774536133
cso,sum_squares_function,2,30,0.001884716974478847,0.005418062210083008
