Algorithm,Function,Dimension,Population,Best Value,Execution Time
wsa,matyas_function,2,40,4.795329454869146e-05,0.05546689033508301
wsa,matyas_function,2,40,2.2266161628093992e-05,0.05546689033508301
wsa,matyas_function,2,50,-0.017342840651185836,0.08684277534484863
wsa,matyas_function,2,50,-0.019404655203256932,0.08684277534484863
wsa,matyas_function,3,10,-0.7487145180075706,0.004414081573486328
wsa,matyas_function,3,10,-0.6257374318670614,0.004414081573486328
wsa,matyas_function,3,10,0.0730324941529733,0.004414081573486328
wsa,matyas_function,3,20,-0.8826165275314548,0.01610398292541504
wsa,matyas_function,3,20,-1.0521389676453983,0.01610398292541504
wsa,matyas_function,3,20,1.5548516511692236,0.01610398292541504
wsa,matyas_function,3,30,-0.908329617641544,0.034623146057128906
wsa,matyas_function,3,30,-0.7720361978200168,0.034623146057128906
wsa,matyas_function,3,30,0.07369824403012086,0.034623146057128906
wsa,matyas_function,3,40,0.20546435413237574,0.06035304069519043
wsa,matyas_function,3,40,0.1579831312639096,0.06035304069519043
wsa,matyas_function,3,40,-0.016692707229600805,0.06035304069519043
wsa,matyas_function,3,50,-0.1296365006109007,0.09328269958496094
wsa,matyas_function,3,50,-0.03502968808537395,0.09328269958496094
wsa,matyas_function,3,50,0.028786591604429566,0.09328269958496094
wsa,matyas_function,5,10,-3.4855373537355323,0.005053281784057617
wsa,matyas_function,5,10,-2.991010830730712,0.005053281784057617
wsa,matyas_function,5,10,-1.3064514416251962,0.005053281784057617
wsa,matyas_function,5,10,2.9281187060540232,0.005053281784057617
wsa,matyas_function,5,10,-1.0277808306509688,0.005053281784057617
wsa,matyas_function,5,20,-0.1656643338211801,0.018127918243408203
wsa,matyas_function,5,20,-0.2839582932510645,0.018127918243408203
wsa,matyas_function,5,20,1.1024713757024212,0.018127918243408203
wsa,matyas_function,5,20,0.09102936775650226,0.018127918243408203
wsa,matyas_function,5,20,0.11679701770919576,0.018127918243408203
wsa,matyas_function,5,30,-1.2686284634781366,0.039253950119018555
wsa,matyas_function,5,30,2.151540530397369,0.039253950119018555
wsa,matyas_function,5,30,-2.616427087959857,0.039253950119018555
wsa,matyas_function,5,30,-1.5185356153546206,0.039253950119018555
wsa,matyas_function,5,30,0.9407134754596207,0.039253950119018555
wsa,matyas_function,5,40,-3.146221935927693,0.06790304183959961
wsa,matyas_function,5,40,-3.2609120404066263,0.06790304183959961
wsa,matyas_function,5,40,-0.02098899483663748,0.06790304183959961
wsa,matyas_function,5,40,0.13269170844448447,0.06790304183959961
wsa,matyas_function,5,40,0.0889370593754703,0.06790304183959961
wsa,matyas_function,5,50,2.2255777366716627,0.1058039665222168
wsa,matyas_function,5,50,2.8136189816678705,0.1058039665222168
wsa,matyas_function,5,50,-0.22634168028304524,0.1058039665222168
wsa,matyas_function,5,50,0.21218390153871017,0.1058039665222168
wsa,matyas_function,5,50,0.4810030357717928,0.1058039665222168
aba,mccormick_function,2,10,-3.662372771926391,0.0011131763458251953
aba,mccormick_function,2,10,-4.685023197564146,0.0011131763458251953
aba,mccormick_function,2,20,-9.773577339045387,0.0023009777069091797
aba,mccormick_function,2,20,-10.0,0.0023009777069091797
aba,mccormick_function,2,30,-9.6116839304574,0.003377199172973633
aba,mccormick_function,2,30,-10.0,0.003377199172973633
aba,mccormick_function,2,40,-9.610022059992746,0.004380226135253906
aba,mccormick_function,2,40,-10.0,0.004380226135253906
aba,mccormick_function,2,50,-9.611684107611906,0.005391120910644531
aba,mccormick_function,2,50,-10.0,0.005391120910644531
aba,mccormick_function,3,10,-10.0,0.001153707504272461
aba,mccormick_function,3,10,-10.0,0.001153707504272461
aba,mccormick_function,3,10,-4.746572665567715,0.001153707504272461
aba,mccormick_function,3,20,-10.0,0.002293109893798828
aba,mccormick_function,3,20,-10.0,0.002293109893798828
aba,mccormick_function,3,20,8.315480511023708,0.002293109893798828
aba,mccormick_function,3,30,-9.611683175419254,0.003520965576171875
aba,mccormick_function,3,30,-10.0,0.003520965576171875
aba,mccormick_function,3,30,-10.0,0.003520965576171875
aba,mccormick_function,3,40,-9.611684099161053,0.00444483757019043
aba,mccormick_function,3,40,-10.0,0.00444483757019043
aba,mccormick_function,3,40,-4.435124794708683,0.00444483757019043
aba,mccormick_function,3,50,-9.611684104565864,0.005491018295288086
aba,mccormick_function,3,50,-10.0,0.005491018295288086
aba,mccormick_function,3,50,-3.7612588173062944,0.005491018295288086
aba,mccormick_function,5,10,-9.016589962187672,0.0011200904846191406
aba,mccormick_function,5,10,-10.0,0.0011200904846191406
aba,mccormick_function,5,10,10.0,0.0011200904846191406
aba,mccormick_function,5,10,10.0,0.0011200904846191406
aba,mccormick_function,5,10,10.0,0.0011200904846191406
aba,mccormick_function,5,20,-9.611684033307972,0.002329111099243164
aba,mccormick_function,5,20,-10.0,0.002329111099243164
aba,mccormick_function,5,20,10.0,0.002329111099243164
aba,mccormick_function,5,20,4.758058731319588,0.002329111099243164
aba,mccormick_function,5,20,-0.15192812923876997,0.002329111099243164
aba,mccormick_function,5,30,-9.618710335229336,0.0034160614013671875
aba,mccormick_function,5,30,-10.0,0.0034160614013671875
aba,mccormick_function,5,30,-9.684829162655113,0.0034160614013671875
aba,mccormick_function,5,30,-10.0,0.0034160614013671875
aba,mccormick_function,5,30,-10.0,0.0034160614013671875
aba,mccormick_function,5,40,-9.611684194235638,0.0044972896575927734
aba,mccormick_function,5,40,-10.0,0.0044972896575927734
aba,mccormick_function,5,40,3.599089989688304,0.0044972896575927734
aba,mccormick_function,5,40,-10.0,0.0044972896575927734
aba,mccormick_function,5,40,10.0,0.0044972896575927734
aba,mccormick_function,5,50,-9.611684134297633,0.0055370330810546875
aba,mccormick_function,5,50,-10.0,0.0055370330810546875
aba,mccormick_function,5,50,-10.0,0.0055370330810546875
aba,mccormick_function,5,50,-5.9328679649239096,0.0055370330810546875
aba,mccormick_function,5,50,10.0,0.0055370330810546875
ba,mccormick_function,2,10,-10.256334469959613,0.0005879402160644531
ba,mccormick_function,2,10,-11.797740354720927,0.0005879402160644531
ba,mccormick_function,2,20,-9.547383774916543,0.0009169578552246094
ba,mccormick_function,2,20,-10.555265767599764,0.0009169578552246094
ba,mccormick_function,2,30,-9.837714146796083,0.0013072490692138672
ba,mccormick_function,2,30,-10.135175760030295,0.0013072490692138672
ba,mccormick_function,2,40,-9.516265859340137,0.0016298294067382812
ba,mccormick_function,2,40,-10.33654067725945,0.0016298294067382812
ba,mccormick_function,2,50,-9.34849792657607,0.001995086669921875
ba,mccormick_function,2,50,-10.287183344683134,0.001995086669921875
ba,mccormick_function,3,10,-9.700801238793835,0.0005669593811035156
ba,mccormick_function,3,10,-11.09215805072665,0.0005669593811035156
ba,mccormick_function,3,10,-10.144827100704532,0.0005669593811035156
ba,mccormick_function,3,20,-9.098793014526441,0.0009157657623291016
ba,mccormick_function,3,20,-10.436630361871176,0.0009157657623291016
ba,mccormick_function,3,20,6.2911115596642215,0.0009157657623291016
ba,mccormick_function,3,30,-9.977032264026288,0.0012621879577636719
ba,mccormick_function,3,30,-10.582688605869851,0.0012621879577636719
ba,mccormick_function,3,30,-10.258112898906006,0.0012621879577636719
ba,mccormick_function,3,40,-9.622349896087773,0.0016870498657226562
ba,mccormick_function,3,40,-10.641926015871915,0.0016870498657226562
ba,mccormick_function,3,40,-8.434891230494243,0.0016870498657226562
ba,mccormick_function,3,50,-9.43092650950254,0.0019979476928710938
ba,mccormick_function,3,50,-10.196543788326975,0.0019979476928710938
ba,mccormick_function,3,50,8.10858901222349,0.0019979476928710938
ba,mccormick_function,5,10,-0.7403859441396132,0.0005700588226318359
ba,mccormick_function,5,10,-1.7928935692494679,0.0005700588226318359
ba,mccormick_function,5,10,-3.859916047724825,0.0005700588226318359
ba,mccormick_function,5,10,1.3746660680503673,0.0005700588226318359
ba,mccormick_function,5,10,-2.5174278861749393,0.0005700588226318359
ba,mccormick_function,5,20,-9.06328707219396,0.0009520053863525391
ba,mccormick_function,5,20,-10.325258043631642,0.0009520053863525391
ba,mccormick_function,5,20,-2.1192466493540705,0.0009520053863525391
ba,mccormick_function,5,20,-1.5705887057259083,0.0009520053863525391
ba,mccormick_function,5,20,4.539435844529319,0.0009520053863525391
ba,mccormick_function,5,30,-3.521390894049154,0.0013480186462402344
ba,mccormick_function,5,30,-4.644493159285082,0.0013480186462402344
ba,mccormick_function,5,30,-4.197131508875761,0.0013480186462402344
ba,mccormick_function,5,30,9.880927774763538,0.0013480186462402344
ba,mccormick_function,5,30,10.0,0.0013480186462402344
ba,mccormick_function,5,40,-9.641586534512093,0.0017063617706298828
ba,mccormick_function,5,40,-10.146698301604621,0.0017063617706298828
ba,mccormick_function,5,40,-5.842819846730432,0.0017063617706298828
ba,mccormick_function,5,40,5.587046217617341,0.0017063617706298828
ba,mccormick_function,5,40,8.435342531502704,0.0017063617706298828
ba,mccormick_function,5,50,-9.824778491826558,0.0020699501037597656
ba,mccormick_function,5,50,-11.063125960295483,0.0020699501037597656
ba,mccormick_function,5,50,-5.089629465778189,0.0020699501037597656
ba,mccormick_function,5,50,5.188337499467695,0.0020699501037597656
ba,mccormick_function,5,50,10.01131692558782,0.0020699501037597656
bfo,mccormick_function,2,10,-16.300575879883986,0.013119935989379883
bfo,mccormick_function,2,10,-17.320723054395522,0.013119935989379883
bfo,mccormick_function,2,20,-6.848058675105025,0.02627086639404297
bfo,mccormick_function,2,20,-7.870398302692079,0.02627086639404297
bfo,mccormick_function,2,30,-16.227832592103905,0.03748512268066406
bfo,mccormick_function,2,30,-17.258663159878186,0.03748512268066406
bfo,mccormick_function,2,40,-13.10511499151036,0.05075192451477051
bfo,mccormick_function,2,40,-14.166771931115832,0.05075192451477051
bfo,mccormick_function,2,50,-19.419199881632128,0.06276082992553711
bfo,mccormick_function,2,50,-20.35134461591826,0.06276082992553711
bfo,mccormick_function,3,10,-13.03902520962153,0.012925863265991211
bfo,mccormick_function,3,10,-14.036036106865982,0.012925863265991211
bfo,mccormick_function,3,10,-10.029526537483024,0.012925863265991211
bfo,mccormick_function,3,20,-9.94558981136358,0.025903940200805664
bfo,mccormick_function,3,20,-10.980114634213706,0.025903940200805664
bfo,mccormick_function,3,20,3.502153685850601,0.025903940200805664
bfo,mccormick_function,3,30,-19.40215725688242,0.03882122039794922
bfo,mccormick_function,3,30,-20.419344831919705,0.03882122039794922
bfo,mccormick_function,3,30,-1.4568375849039001,0.03882122039794922
bfo,mccormick_function,3,40,-19.393458771833515,0.051039934158325195
bfo,mccormick_function,3,40,-20.333575482017814,0.051039934158325195
bfo,mccormick_function,3,40,7.016496777341586,0.051039934158325195
bfo,mccormick_function,3,50,-16.310412188106422,0.06407690048217773
bfo,mccormick_function,3,50,-17.310914119592066,0.06407690048217773
bfo,mccormick_function,3,50,8.577886620177546,0.06407690048217773
bfo,mccormick_function,5,10,-9.852314921232411,0.013338327407836914
bfo,mccormick_function,5,10,-10.917644886315498,0.013338327407836914
bfo,mccormick_function,5,10,-9.750256407816469,0.013338327407836914
bfo,mccormick_function,5,10,-8.10309903315664,0.013338327407836914
bfo,mccormick_function,5,10,8.191957154094984,0.013338327407836914
bfo,mccormick_function,5,20,-16.95953976900725,0.02648305892944336
bfo,mccormick_function,5,20,-17.57455931916413,0.02648305892944336
bfo,mccormick_function,5,20,-14.350523036512698,0.02648305892944336
bfo,mccormick_function,5,20,2.60432345045256,0.02648305892944336
bfo,mccormick_function,5,20,-1.6764006663713376,0.02648305892944336
bfo,mccormick_function,5,30,-28.749275070996607,0.039533138275146484
bfo,mccormick_function,5,30,-29.88965107762504,0.039533138275146484
bfo,mccormick_function,5,30,-6.749170213340054,0.039533138275146484
bfo,mccormick_function,5,30,2.3870370887346395,0.039533138275146484
bfo,mccormick_function,5,30,15.897663456467722,0.039533138275146484
bfo,mccormick_function,5,40,-19.70826602554272,0.05273890495300293
bfo,mccormick_function,5,40,-20.631447571972284,0.05273890495300293
bfo,mccormick_function,5,40,11.718689538856344,0.05273890495300293
bfo,mccormick_function,5,40,9.181574511716008,0.05273890495300293
bfo,mccormick_function,5,40,-9.23867856716688,0.05273890495300293
bfo,mccormick_function,5,50,-16.22403383235113,0.06554698944091797
bfo,mccormick_function,5,50,-17.29076924235318,0.06554698944091797
bfo,mccormick_function,5,50,9.738520180537071,0.06554698944091797
bfo,mccormick_function,5,50,-2.936823745944769,0.06554698944091797
bfo,mccormick_function,5,50,-14.286363644589303,0.06554698944091797
ca,mccormick_function,2,10,-6.854662986855299,0.002441883087158203
ca,mccormick_function,2,10,-7.861541979186406,0.002441883087158203
ca,mccormick_function,2,20,-6.645969555275393,0.003677845001220703
ca,mccormick_function,2,20,-7.858373528364189,0.003677845001220703
ca,mccormick_function,2,30,-3.676557185481413,0.004940032958984375
ca,mccormick_function,2,30,-4.69084992988507,0.004940032958984375
ca,mccormick_function,2,40,-6.805862509420168,0.006086111068725586
ca,mccormick_function,2,40,-7.696063217129154,0.006086111068725586
ca,mccormick_function,2,50,-10.05986570199729,0.006874799728393555
ca,mccormick_function,2,50,-10.96400885374067,0.006874799728393555
ca,mccormick_function,3,10,-10.035686968408012,0.0023627281188964844
ca,mccormick_function,3,10,-10.936125423152019,0.0023627281188964844
ca,mccormick_function,3,10,7.179976549782832,0.0023627281188964844
ca,mccormick_function,3,20,-10.231220467740702,0.0035910606384277344
ca,mccormick_function,3,20,-10.517476257243288,0.0035910606384277344
ca,mccormick_function,3,20,10.22221255068529,0.0035910606384277344
ca,mccormick_function,3,30,-7.011576727874948,0.0048809051513671875
ca,mccormick_function,3,30,-7.9656734667322535,0.0048809051513671875
ca,mccormick_function,3,30,3.867313058350755,0.0048809051513671875
ca,mccormick_function,3,40,-6.789879747077398,0.006021022796630859
ca,mccormick_function,3,40,-7.807445587917259,0.006021022796630859
ca,mccormick_function,3,40,3.9496330874445924,0.006021022796630859
ca,mccormick_function,3,50,-7.00681290653302,0.007157802581787109
ca,mccormick_function,3,50,-7.995051963363845,0.007157802581787109
ca,mccormick_function,3,50,-3.9894355078395902,0.007157802581787109
ca,mccormick_function,5,10,-0.3536792468863601,0.002415895462036133
ca,mccormick_function,5,10,-1.4197988234144496,0.002415895462036133
ca,mccormick_function,5,10,3.5589809467705185,0.002415895462036133
ca,mccormick_function,5,10,-3.7295974978017132,0.002415895462036133
ca,mccormick_function,5,10,-1.1050819866347152,0.002415895462036133
ca,mccormick_function,5,20,-13.330929107873938,0.0036602020263671875
ca,mccormick_function,5,20,-13.78728763144189,0.0036602020263671875
ca,mccormick_function,5,20,-1.5274207831118498,0.0036602020263671875
ca,mccormick_function,5,20,-9.254786254243154,0.0036602020263671875
ca,mccormick_function,5,20,-12.4836887385868,0.0036602020263671875
ca,mccormick_function,5,30,-9.946345149674814,0.004946231842041016
ca,mccormick_function,5,30,-10.972497382179164,0.004946231842041016
ca,mccormick_function,5,30,-3.3407621167964487,0.004946231842041016
ca,mccormick_function,5,30,3.362841467277669,0.004946231842041016
ca,mccormick_function,5,30,10.40712399734951,0.004946231842041016
ca,mccormick_function,5,40,-3.5622502155251166,0.005700111389160156
ca,mccormick_function,5,40,-4.696702370916018,0.005700111389160156
ca,mccormick_function,5,40,-3.9317546968801267,0.005700111389160156
ca,mccormick_function,5,40,-7.393582591791475,0.005700111389160156
ca,mccormick_function,5,40,-6.295610292129874,0.005700111389160156
ca,mccormick_function,5,50,-9.942320242401232,0.007036924362182617
ca,mccormick_function,5,50,-10.959016815101723,0.007036924362182617
ca,mccormick_function,5,50,8.354190268035213,0.007036924362182617
ca,mccormick_function,5,50,10.47852954145967,0.007036924362182617
ca,mccormick_function,5,50,0.4854990926377496,0.007036924362182617
cso,mccormick_function,2,10,-8.894860149156585,0.003721952438354492
cso,mccormick_function,2,10,-9.498809796955634,0.003721952438354492
cso,mccormick_function,2,20,-9.006661670232013,0.004479885101318359
cso,mccormick_function,2,20,-9.880327643469748,0.004479885101318359
cso,mccormick_function,2,30,-7.267922139351695,0.005188941955566406
cso,mccormick_function,2,30,-8.176634916015406,0.005188941955566406
cso,mccormick_function,2,40,-9.338639589106535,0.005975961685180664
cso,mccormick_function,2,40,-9.501419356669507,0.005975961685180664
cso,mccormick_function,2,50,-9.11809090173536,0.006626129150390625
cso,mccormick_function,2,50,-9.556236356752706,0.006626129150390625
cso,mccormick_function,3,10,-6.857317071253107,0.0038099288940429688
cso,mccormick_function,3,10,-7.90747691471257,0.0038099288940429688
cso,mccormick_function,3,10,8.859399965692262,0.0038099288940429688
cso,mccormick_function,3,20,-9.61124493498641,0.004591703414916992
cso,mccormick_function,3,20,-9.860533653069352,0.004591703414916992
cso,mccormick_function,3,20,-3.803738325344897,0.004591703414916992
cso,mccormick_function,3,30,-8.91007786576604,0.005475282669067383
cso,mccormick_function,3,30,-9.55337371077799,0.005475282669067383
cso,mccormick_function,3,30,3.083748332823399,0.005475282669067383
cso,mccormick_function,3,40,-8.688339951794733,0.006173133850097656
cso,mccormick_function,3,40,-9.841123464627852,0.006173133850097656
cso,mccormick_function,3,40,-6.527496217881721,0.006173133850097656
cso,mccormick_function,3,50,-8.492176389242147,0.00688481330871582
cso,mccormick_function,3,50,-9.593289798632785,0.00688481330871582
cso,mccormick_function,3,50,-2.454075835073454,0.00688481330871582
cso,mccormick_function,5,10,-9.154649740362427,0.003912210464477539
cso,mccormick_function,5,10,-9.956591581466629,0.003912210464477539
cso,mccormick_function,5,10,1.5047962446586176,0.003912210464477539
cso,mccormick_function,5,10,6.741760184791335,0.003912210464477539
cso,mccormick_function,5,10,-9.84347994141566,0.003912210464477539
cso,mccormick_function,5,20,-7.049121391183714,0.004955768585205078
cso,mccormick_function,5,20,-7.628092822218473,0.004955768585205078
cso,mccormick_function,5,20,10.0,0.004955768585205078
cso,mccormick_function,5,20,-1.4242127431365394,0.004955768585205078
cso,mccormick_function,5,20,1.6107366065123085,0.004955768585205078
cso,mccormick_function,5,30,-9.621421107876579,0.005731105804443359
cso,mccormick_function,5,30,-9.829603413524284,0.005731105804443359
cso,mccormick_function,5,30,-1.4441592393780045,0.005731105804443359
cso,mccormick_function,5,30,-1.82624700662165,0.005731105804443359
cso,mccormick_function,5,30,9.396763115537102,0.005731105804443359
cso,mccormick_function,5,40,-9.489700015094703,0.006567239761352539
cso,mccormick_function,5,40,-10.0,0.006567239761352539
cso,mccormick_function,5,40,-5.267562250096681,0.006567239761352539
cso,mccormick_function,5,40,-1.1476494319899981,0.006567239761352539
cso,mccormick_function,5,40,3.5763701074969485,0.006567239761352539
cso,mccormick_function,5,50,-9.179543634358222,0.0075871944427490234
cso,mccormick_function,5,50,-9.361763579814461,0.0075871944427490234
cso,mccormick_function,5,50,-10.0,0.0075871944427490234
cso,mccormick_function,5,50,-0.07011213107285705,0.0075871944427490234
cso,mccormick_function,5,50,-5.201013824658004,0.0075871944427490234
fa,mccormick_function,2,10,-3.63220335043522,0.004929780960083008
fa,mccormick_function,2,10,-4.73214919081313,0.004929780960083008
fa,mccormick_function,2,20,-3.701908382060024,0.018908262252807617
fa,mccormick_function,2,20,-4.726013781878385,0.018908262252807617
fa,mccormick_function,2,30,-3.651061306731079,0.04198098182678223
fa,mccormick_function,2,30,-4.66511202436061,0.04198098182678223
fa,mccormick_function,2,40,-5.865900618589892,0.07857012748718262
fa,mccormick_function,2,40,-7.421617690059241,0.07857012748718262
fa,mccormick_function,2,50,-6.811218456297423,0.11772513389587402
fa,mccormick_function,2,50,-7.790124477410012,0.11772513389587402
fa,mccormick_function,3,10,-0.48233457258744755,0.0048978328704833984
fa,mccormick_function,3,10,-1.604326862172493,0.0048978328704833984
fa,mccormick_function,3,10,4.180449393217546,0.0048978328704833984
fa,mccormick_function,3,20,-3.739920012294113,0.019221067428588867
fa,mccormick_function,3,20,-4.750793379452988,0.019221067428588867
fa,mccormick_function,3,20,5.2168148453875105,0.019221067428588867
fa,mccormick_function,3,30,2.58601903239251,0.04250693321228027
fa,mccormick_function,3,30,1.6204350100767366,0.04250693321228027
fa,mccormick_function,3,30,-7.976054227213673,0.04250693321228027
fa,mccormick_function,3,40,-6.875325566814925,0.07897305488586426
fa,mccormick_function,3,40,-7.925717971737487,0.07897305488586426
fa,mccormick_function,3,40,6.576929984547453,0.07897305488586426
fa,mccormick_function,3,50,-6.8078599047681845,0.11945438385009766
fa,mccormick_function,3,50,-7.792794676233766,0.11945438385009766
fa,mccormick_function,3,50,8.399798600927877,0.11945438385009766
fa,mccormick_function,5,10,-9.822537267766146,0.005143880844116211
fa,mccormick_function,5,10,-10.430900847658322,0.005143880844116211
fa,mccormick_function,5,10,-7.243340397550627,0.005143880844116211
fa,mccormick_function,5,10,6.497032874954449,0.005143880844116211
fa,mccormick_function,5,10,2.4276338549734535,0.005143880844116211
fa,mccormick_function,5,20,-6.7830553311290345,0.01886582374572754
fa,mccormick_function,5,20,-7.813434120634107,0.01886582374572754
fa,mccormick_function,5,20,-8.87208916005274,0.01886582374572754
fa,mccormick_function,5,20,0.14937640395559015,0.01886582374572754
fa,mccormick_function,5,20,2.1475385633191584,0.01886582374572754
fa,mccormick_function,5,30,-6.90902169203207,0.0442509651184082
fa,mccormick_function,5,30,-7.83840655725435,0.0442509651184082
fa,mccormick_function,5,30,5.43919113614321,0.0442509651184082
fa,mccormick_function,5,30,8.764362241718887,0.0442509651184082
fa,mccormick_function,5,30,-1.3403947877943918,0.0442509651184082
fa,mccormick_function,5,40,-6.907648562110684,0.08227181434631348
fa,mccormick_function,5,40,-7.820716663847257,0.08227181434631348
fa,mccormick_function,5,40,0.7349589023974257,0.08227181434631348
fa,mccormick_function,5,40,9.470136849142492,0.08227181434631348
fa,mccormick_function,5,40,-2.764577827725766,0.08227181434631348
fa,mccormick_function,5,50,-3.659496493822158,0.12468290328979492
fa,mccormick_function,5,50,-4.683132941055798,0.12468290328979492
fa,mccormick_function,5,50,8.769414836394569,0.12468290328979492
fa,mccormick_function,5,50,-2.002670159918109,0.12468290328979492
fa,mccormick_function,5,50,0.45649157847614363,0.12468290328979492
fwa,mccormick_function,2,10,-9.613517705111093,0.005980014801025391
fwa,mccormick_function,2,10,-9.996897836762862,0.005980014801025391
fwa,mccormick_function,2,20,-9.613918895132501,0.01641392707824707
fwa,mccormick_function,2,20,-9.996962800720025,0.01641392707824707
fwa,mccormick_function,2,30,-9.612161252875628,0.02649688720703125
fwa,mccormick_function,2,30,-9.997597309758032,0.02649688720703125
fwa,mccormick_function,2,40,-9.612125456090837,0.04241585731506348
fwa,mccormick_function,2,40,-9.998563568575543,0.04241585731506348
fwa,mccormick_function,2,50,-9.611942792353389,0.06373023986816406
fwa,mccormick_function,2,50,-9.999750333893246,0.06373023986816406
fwa,mccormick_function,3,10,-9.627583407977509,0.006722688674926758
fwa,mccormick_function,3,10,-9.998496009485674,0.006722688674926758
fwa,mccormick_function,3,10,0.2318097716249059,0.006722688674926758
fwa,mccormick_function,3,20,-9.612161736025877,0.0160977840423584
fwa,mccormick_function,3,20,-9.99812971714206,0.0160977840423584
fwa,mccormick_function,3,20,0.6735097774262965,0.0160977840423584
fwa,mccormick_function,3,30,-9.604595423636782,0.029551029205322266
fwa,mccormick_function,3,30,-9.999457452428894,0.029551029205322266
fwa,mccormick_function,3,30,-7.415518610030393,0.029551029205322266
fwa,mccormick_function,3,40,-9.611136918028528,0.04613614082336426
fwa,mccormick_function,3,40,-9.999274106970445,0.04613614082336426
fwa,mccormick_function,3,40,9.308168883442741,0.04613614082336426
fwa,mccormick_function,3,50,-9.621286265956371,0.06532406806945801
fwa,mccormick_function,3,50,-9.999679545311372,0.06532406806945801
fwa,mccormick_function,3,50,-3.2154232568670595,0.06532406806945801
fwa,mccormick_function,5,10,-9.656435371757567,0.008147954940795898
fwa,mccormick_function,5,10,-9.998128959084228,0.008147954940795898
fwa,mccormick_function,5,10,-6.983601168709533,0.008147954940795898
fwa,mccormick_function,5,10,4.278732284328076,0.008147954940795898
fwa,mccormick_function,5,10,-7.857429622141058,0.008147954940795898
fwa,mccormick_function,5,20,-9.627893875492006,0.017699241638183594
fwa,mccormick_function,5,20,-9.999333656450291,0.017699241638183594
fwa,mccormick_function,5,20,4.408069335909478,0.017699241638183594
fwa,mccormick_function,5,20,0.5944444891883083,0.017699241638183594
fwa,mccormick_function,5,20,-0.23247792522744626,0.017699241638183594
fwa,mccormick_function,5,30,-9.615692509333448,0.03223013877868652
fwa,mccormick_function,5,30,-9.998987397160557,0.03223013877868652
fwa,mccormick_function,5,30,-3.959423793984302,0.03223013877868652
fwa,mccormick_function,5,30,-2.7034734705119945,0.03223013877868652
fwa,mccormick_function,5,30,-6.746136755897889,0.03223013877868652
fwa,mccormick_function,5,40,-9.612262966501794,0.05258917808532715
fwa,mccormick_function,5,40,-9.99888724090087,0.05258917808532715
fwa,mccormick_function,5,40,7.403188375888178,0.05258917808532715
fwa,mccormick_function,5,40,-4.752419363701321,0.05258917808532715
fwa,mccormick_function,5,40,7.209863900861865,0.05258917808532715
fwa,mccormick_function,5,50,-9.616702524782921,0.06936001777648926
fwa,mccormick_function,5,50,-9.999886125060158,0.06936001777648926
fwa,mccormick_function,5,50,0.4317932009573748,0.06936001777648926
fwa,mccormick_function,5,50,-7.622634635262263,0.06936001777648926
fwa,mccormick_function,5,50,-0.857077008790055,0.06936001777648926
gsa,mccormick_function,2,10,-3.6026469780767547,0.005583763122558594
gsa,mccormick_function,2,10,-4.565934610240546,0.005583763122558594
gsa,mccormick_function,2,20,-4.533665985321486,0.019877910614013672
gsa,mccormick_function,2,20,-5.061134558384585,0.019877910614013672
gsa,mccormick_function,2,30,-5.922290100358936,0.043498992919921875
gsa,mccormick_function,2,30,-6.171215402662831,0.043498992919921875
gsa,mccormick_function,2,40,-8.533422611189852,0.07616305351257324
gsa,mccormick_function,2,40,-8.543770401437163,0.07616305351257324
gsa,mccormick_function,2,50,-2.5881540040939583,0.11858034133911133
gsa,mccormick_function,2,50,-3.653058480878962,0.11858034133911133
gsa,mccormick_function,3,10,-6.367737684828088,0.005569934844970703
gsa,mccormick_function,3,10,-6.659907725166977,0.005569934844970703
gsa,mccormick_function,3,10,-7.351357733229852,0.005569934844970703
gsa,mccormick_function,3,20,-5.7942048505628385,0.02010178565979004
gsa,mccormick_function,3,20,-8.376941953890489,0.02010178565979004
gsa,mccormick_function,3,20,7.402154769443523,0.02010178565979004
gsa,mccormick_function,3,30,-3.787807229180669,0.044203996658325195
gsa,mccormick_function,3,30,-4.722173644532181,0.044203996658325195
gsa,mccormick_function,3,30,0.1955455170088853,0.044203996658325195
gsa,mccormick_function,3,40,-0.5219797699131408,0.07580804824829102
gsa,mccormick_function,3,40,-1.5065006386482587,0.07580804824829102
gsa,mccormick_function,3,40,2.6153762741827147,0.07580804824829102
gsa,mccormick_function,3,50,-0.532788066103655,0.11691522598266602
gsa,mccormick_function,3,50,-1.5055253757305196,0.11691522598266602
gsa,mccormick_function,3,50,0.4216449994461336,0.11691522598266602
gsa,mccormick_function,5,10,-5.828506610308919,0.00550389289855957
gsa,mccormick_function,5,10,-9.270552246622527,0.00550389289855957
gsa,mccormick_function,5,10,0.8904439955233918,0.00550389289855957
gsa,mccormick_function,5,10,-4.770297986376112,0.00550389289855957
gsa,mccormick_function,5,10,-1.6449748321967634,0.00550389289855957
gsa,mccormick_function,5,20,-2.4188632253243543,0.02015209197998047
gsa,mccormick_function,5,20,-3.954023067797504,0.02015209197998047
gsa,mccormick_function,5,20,4.9500741582610575,0.02015209197998047
gsa,mccormick_function,5,20,-3.778501963338717,0.02015209197998047
gsa,mccormick_function,5,20,3.142658629069472,0.02015209197998047
gsa,mccormick_function,5,30,-6.246348118094469,0.043898820877075195
gsa,mccormick_function,5,30,-8.134366699653226,0.043898820877075195
gsa,mccormick_function,5,30,-5.8332508082720285,0.043898820877075195
